source,target,label,weight,frames
"('level', 'noun')","('government', 'noun')",has_effect_on,0.9565615915764162,governments and central banks keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.governments and central banks avoiding the negative consequences of high inflation or deflation.governments and central banks typically aim to keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.
"('wage', 'noun')","('business', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.increased raw material costs.businesses pass these costs onto consumers through higher prices.
"('wage', 'noun')","('consumer', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.increased raw material costs.businesses pass these costs onto consumers through higher prices.
"('wage', 'noun')","('price', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.increased raw material costs.businesses pass these costs onto consumers through higher prices.
"('wage', 'noun')","('production', 'noun')",has_effect_on,0.8507411479949951,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.
"('wage', 'noun')","('factor', 'noun')",has_effect_on,0.902173638343811,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.
"('material', 'noun')","('production', 'noun')",has_effect_on,0.8014068603515625,increased raw material costs.factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.
"('deflation', 'noun')","('inflation', 'noun')",has_effect_on,0.9300590942540997,governments and central banks avoiding the negative consequences of high inflation or deflation.governments and central banks typically aim to keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.central banks control inflation by adjusting interest rates and the money supply.
"('consequence', 'noun')","('inflation', 'noun')",has_effect_on,0.9300590942540997,governments and central banks avoiding the negative consequences of high inflation or deflation.governments and central banks typically aim to keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.central banks control inflation by adjusting interest rates and the money supply.
"('push', 'noun')","('cost', 'noun')",has_effect_on,0.9311442971229553,cost push inflation happens when the cost of production for goods and services increases.
"('push', 'noun')","('inflation', 'noun')",has_effect_on,0.91472327709198,cost push inflation happens when the cost of production for goods and services increases.
"('income', 'noun')","('purchasing', 'noun')",has_effect_on,0.8965676426887512,reducing the purchasing power of consumers ' incomes.
"('taxis', 'noun')","('business', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.increased raw material costs.businesses pass these costs onto consumers through higher prices.
"('taxis', 'noun')","('consumer', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.increased raw material costs.businesses pass these costs onto consumers through higher prices.
"('taxis', 'noun')","('price', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.increased raw material costs.businesses pass these costs onto consumers through higher prices.
